AttendanceID,EmployeeID,Date,InTime,OutTime,WorkHours,Status,Remarks,ShiftCode
20804,49,22/03/2025,08:30,17:30,9,Present,Late,NA
20805,49,23/03/2025,10:00,19:15,9.25,Present,Late,MA
20806,49,24/03/2025,,,0,Leave,Sick Leave,NN
20807,49,25/03/2025,10:45,20:15,9.5,Present,WFH,NA
20808,49,26/03/2025,08:45,18:30,9.75,Present,WFH,MA
20809,49,27/03/2025,09:15,19:00,9.75,Present,Late,G1
20810,49,28/03/2025,09:00,18:30,9.5,Present,WFH,NA
20811,49,29/03/2025,09:15,18:15,9,Present,,NA
20812,49,30/03/2025,08:30,18:00,9.5,Present,,G1
20813,49,31/03/2025,10:45,20:30,9.75,Present,,G2
20814,49,01/04/2025,,,0,Leave,Annual Leave,MM
20815,49,02/04/2025,08:00,17:15,9.25,Present,WFH,MA
20816,49,03/04/2025,09:00,18:15,9.25,Present,WFH,G1
20817,49,04/04/2025,10:15,20:00,9.75,Present,Late,GG
20818,49,05/04/2025,10:15,19:45,9.5,Present,WFH,MA
20819,49,06/04/2025,10:30,19:45,9.25,Present,WFH,MA
20820,49,07/04/2025,08:15,18:00,9.75,Present,Late,G2
20821,49,08/04/2025,09:15,18:15,9,Present,Late,MM
20822,49,09/04/2025,09:45,18:45,9,Present,WFH,MM
20823,49,10/04/2025,10:45,20:00,9.25,Present,WFH,G1
20824,49,11/04/2025,08:45,18:30,9.75,Present,,MM
20825,49,12/04/2025,10:15,19:45,9.5,Present,Late,NN
20826,49,13/04/2025,,,0,Absent,,MM
20827,49,14/04/2025,08:45,18:15,9.5,Present,,MM
20828,49,15/04/2025,10:30,20:15,9.75,Present,WFH,MM
20829,49,16/04/2025,10:15,19:45,9.5,Present,,NN
20830,49,17/04/2025,09:00,18:00,9,Present,,GG
20831,49,18/04/2025,,,0,Absent,WeekOff,MM
20832,49,19/04/2025,08:45,17:45,9,Present,WFH,G1
20833,49,20/04/2025,08:30,17:45,9.25,Present,,NA
20834,49,21/04/2025,,,0,Absent,WeekOff,GG
20835,49,22/04/2025,08:45,18:00,9.25,Present,WFH,MA
20836,49,23/04/2025,08:45,18:15,9.5,Present,Late,MA
20837,49,24/04/2025,10:45,19:45,9,Present,,MM
20838,49,25/04/2025,10:30,20:15,9.75,Present,,G2
20839,49,26/04/2025,09:45,19:15,9.5,Present,,MM
20840,49,27/04/2025,09:45,18:45,9,Present,WFH,NA
20841,49,28/04/2025,08:15,18:00,9.75,Present,WFH,MA
20842,49,29/04/2025,09:45,18:45,9,Present,WFH,NA
20843,49,30/04/2025,09:15,18:15,9,Present,Late,MA
20844,49,01/05/2025,08:30,17:45,9.25,Present,WFH,NN
20845,49,02/05/2025,09:30,19:15,9.75,Present,Late,NA
20846,49,03/05/2025,10:30,19:30,9,Present,WFH,MM
20847,49,04/05/2025,,,0,Leave,Annual Leave,MM
20848,49,05/05/2025,10:00,14:00,4,Half Day,Late,G1
20849,49,06/05/2025,10:45,20:15,9.5,Present,,NA
20850,49,07/05/2025,09:45,19:30,9.75,Present,WFH,GG
20851,49,08/05/2025,09:15,18:15,9,Present,,G2
20852,49,09/05/2025,11:30,15:30,4,Half Day,Late,MA
20853,49,10/05/2025,10:45,20:00,9.25,Present,Late,GG
20854,49,11/05/2025,09:15,18:15,9,Present,,G2
20855,49,12/05/2025,,,0,Leave,Sick Leave,G2
20856,49,13/05/2025,08:00,17:00,9,Present,Late,G2
20857,49,14/05/2025,10:45,20:15,9.5,Present,,NA
20858,49,15/05/2025,,,0,Absent,,MA
20859,49,16/05/2025,09:45,19:15,9.5,Present,,NN
20860,49,17/05/2025,11:30,15:30,4,Half Day,Late,NN
20861,49,18/05/2025,08:45,18:30,9.75,Present,Late,NA
20862,49,19/05/2025,10:45,20:15,9.5,Present,,NA
20863,49,20/05/2025,09:30,18:30,9,Present,,G1
20864,49,21/05/2025,09:30,19:00,9.5,Present,Late,NA
20865,49,22/05/2025,09:00,18:15,9.25,Present,WFH,MA
20866,49,23/05/2025,,,0,Absent,WeekOff,MA
20867,49,24/05/2025,,,0,Absent,WeekOff,MM
20868,49,25/05/2025,,,0,Absent,,MA
20869,49,26/05/2025,10:45,19:45,9,Present,,NA
20870,49,27/05/2025,,,0,Leave,Annual Leave,MA
20871,49,28/05/2025,08:30,18:15,9.75,Present,,MA
20872,49,29/05/2025,08:30,18:00,9.5,Present,WFH,NN
20873,49,30/05/2025,10:00,19:45,9.75,Present,WFH,G2
20874,49,31/05/2025,08:45,17:45,9,Present,WFH,MA
20875,50,01/04/2024,09:30,18:45,9.25,Present,WFH,MA
20876,50,02/04/2024,,,0,Absent,Sick,MM
20877,50,03/04/2024,,,0,Leave,Sick Leave,NA
20878,50,04/04/2024,,,0,Leave,Annual Leave,NA
20879,50,05/04/2024,08:00,17:45,9.75,Present,Late,GG
20880,50,06/04/2024,09:15,19:00,9.75,Present,Late,NN
20881,50,07/04/2024,09:45,19:15,9.5,Present,,MM
20882,50,08/04/2024,10:30,20:15,9.75,Present,WFH,MM
20883,50,09/04/2024,,,0,Leave,Annual Leave,NA
20884,50,10/04/2024,,,0,Leave,Annual Leave,NN
20885,50,11/04/2024,09:00,18:15,9.25,Present,Late,MM
20886,50,12/04/2024,08:00,17:30,9.5,Present,Late,MA
20887,50,13/04/2024,08:15,17:45,9.5,Present,Late,NN
20888,50,14/04/2024,10:15,20:00,9.75,Present,,GG
20889,50,15/04/2024,08:30,18:00,9.5,Present,,MM
20890,50,16/04/2024,09:15,18:15,9,Present,WFH,NN
20891,50,17/04/2024,10:15,19:15,9,Present,,MA
20892,50,18/04/2024,08:30,18:00,9.5,Present,Late,G2
20893,50,19/04/2024,10:30,20:00,9.5,Present,,G2
20894,50,20/04/2024,,,0,Absent,WeekOff,NA
20895,50,21/04/2024,10:00,19:15,9.25,Present,WFH,GG
20896,50,22/04/2024,09:00,18:15,9.25,Present,,NN
20897,50,23/04/2024,,,0,Leave,Sick Leave,MA
20898,50,24/04/2024,08:30,18:00,9.5,Present,,NN
20899,50,25/04/2024,08:00,17:30,9.5,Present,WFH,NA
20900,50,26/04/2024,10:45,20:15,9.5,Present,,G1
20901,50,27/04/2024,08:00,17:00,9,Present,Late,G1
20902,50,28/04/2024,09:30,18:45,9.25,Present,Late,G1
20903,50,29/04/2024,08:45,18:15,9.5,Present,Late,MM
20904,50,30/04/2024,10:30,20:15,9.75,Present,Late,NN
20905,50,01/05/2024,,,0,Leave,Sick Leave,G2
20906,50,02/05/2024,,,0,Leave,Sick Leave,MM
20907,50,03/05/2024,08:15,17:15,9,Present,WFH,MA
20908,50,04/05/2024,08:45,18:15,9.5,Present,WFH,NN
20909,50,05/05/2024,08:45,18:30,9.75,Present,Late,NN
20910,50,06/05/2024,08:15,17:30,9.25,Present,,NA
20911,50,07/05/2024,08:15,17:45,9.5,Present,Late,GG
20912,50,08/05/2024,,,0,Leave,Sick Leave,NA
20913,50,09/05/2024,09:15,18:15,9,Present,,G1
20914,50,10/05/2024,10:00,19:30,9.5,Present,WFH,G1
20915,50,11/05/2024,10:30,20:00,9.5,Present,,MM
20916,50,12/05/2024,10:45,19:45,9,Present,Late,NA
20917,50,13/05/2024,09:45,19:00,9.25,Present,,NN
20918,50,14/05/2024,10:15,19:45,9.5,Present,WFH,G1
20919,50,15/05/2024,08:00,17:15,9.25,Present,,MM
20920,50,16/05/2024,10:45,20:30,9.75,Present,WFH,NN
20921,50,17/05/2024,08:30,17:30,9,Present,Late,NA
20922,50,18/05/2024,10:15,20:00,9.75,Present,Late,NA
20923,50,19/05/2024,08:30,17:45,9.25,Present,Late,G2
20924,50,20/05/2024,10:30,19:30,9,Present,Late,NA
20925,50,21/05/2024,09:45,19:30,9.75,Present,WFH,MA
20926,50,22/05/2024,,,0,Absent,Sick,MM
20927,50,23/05/2024,08:30,18:15,9.75,Present,WFH,G1
20928,50,24/05/2024,09:30,18:45,9.25,Present,WFH,G2
20929,50,25/05/2024,09:30,13:30,4,Half Day,Personal Work,G1
20930,50,26/05/2024,11:15,15:15,4,Half Day,Personal Work,G1
20931,50,27/05/2024,08:45,18:30,9.75,Present,WFH,GG
20932,50,28/05/2024,,,0,Leave,Sick Leave,NN
20933,50,29/05/2024,,,0,Absent,Sick,G1
20934,50,30/05/2024,08:30,17:30,9,Present,Late,GG
20935,50,31/05/2024,,,0,Leave,Annual Leave,NN
20936,50,01/06/2024,09:45,19:00,9.25,Present,Late,MM
20937,50,02/06/2024,10:00,19:30,9.5,Present,WFH,NN
20938,50,03/06/2024,10:15,19:30,9.25,Present,,G1
20939,50,04/06/2024,09:45,18:45,9,Present,WFH,GG
20940,50,05/06/2024,08:00,17:15,9.25,Present,,G2
20941,50,06/06/2024,09:00,18:15,9.25,Present,,G2
20942,50,07/06/2024,,,0,Absent,WeekOff,NA
20943,50,08/06/2024,08:15,17:45,9.5,Present,Late,MA
20944,50,09/06/2024,10:30,19:30,9,Present,WFH,MM
20945,50,10/06/2024,08:30,17:30,9,Present,WFH,NA
20946,50,11/06/2024,,,0,Absent,,G1
20947,50,12/06/2024,09:30,13:30,4,Half Day,Personal Work,G1
20948,50,13/06/2024,09:00,18:00,9,Present,Late,GG
20949,50,14/06/2024,10:30,20:00,9.5,Present,WFH,G2
20950,50,15/06/2024,10:00,19:15,9.25,Present,Late,GG
20951,50,16/06/2024,09:30,19:15,9.75,Present,Late,NA
20952,50,17/06/2024,09:15,18:15,9,Present,Late,NN
20953,50,18/06/2024,10:00,19:15,9.25,Present,Late,MA
20954,50,19/06/2024,,,0,Leave,Sick Leave,G1
20955,50,20/06/2024,,,0,Absent,Sick,GG
20956,50,21/06/2024,10:30,19:30,9,Present,Late,MA
20957,50,22/06/2024,09:45,19:30,9.75,Present,Late,MA
20958,50,23/06/2024,09:15,18:45,9.5,Present,WFH,MM
20959,50,24/06/2024,,,0,Absent,,GG
20960,50,25/06/2024,09:15,18:45,9.5,Present,WFH,NN
20961,50,26/06/2024,09:30,19:00,9.5,Present,,NA
20962,50,27/06/2024,08:15,17:30,9.25,Present,WFH,G1
20963,50,28/06/2024,,,0,Leave,Annual Leave,G2
20964,50,29/06/2024,09:15,19:00,9.75,Present,WFH,MM
20965,50,30/06/2024,09:00,18:45,9.75,Present,WFH,GG
20966,50,01/07/2024,09:30,18:45,9.25,Present,WFH,G2
20967,50,02/07/2024,08:30,17:30,9,Present,,G2
20968,50,03/07/2024,,,0,Leave,Annual Leave,G1
20969,50,04/07/2024,10:30,20:15,9.75,Present,Late,G2
20970,50,05/07/2024,08:45,17:45,9,Present,WFH,NA
20971,50,06/07/2024,,,0,Leave,Annual Leave,NA
20972,50,07/07/2024,09:15,19:00,9.75,Present,Late,NN
20973,50,08/07/2024,08:15,17:45,9.5,Present,,GG
20974,50,09/07/2024,09:15,18:30,9.25,Present,Late,G1
20975,50,10/07/2024,09:30,18:45,9.25,Present,WFH,NA
20976,50,11/07/2024,09:30,18:30,9,Present,Late,NA
20977,50,12/07/2024,,,0,Leave,Sick Leave,MM
20978,50,13/07/2024,08:00,17:45,9.75,Present,Late,NA
20979,50,14/07/2024,08:15,17:15,9,Present,WFH,NN
20980,50,15/07/2024,09:00,18:15,9.25,Present,WFH,NN
20981,50,16/07/2024,09:30,19:15,9.75,Present,WFH,NN
20982,50,17/07/2024,08:45,18:00,9.25,Present,WFH,G2
20983,50,18/07/2024,10:00,19:15,9.25,Present,WFH,NN
20984,50,19/07/2024,08:30,18:00,9.5,Present,,MA
20985,50,20/07/2024,,,0,Absent,,G1
20986,50,21/07/2024,08:45,18:30,9.75,Present,Late,GG
20987,50,22/07/2024,09:15,18:15,9,Present,WFH,NA
20988,50,23/07/2024,09:15,19:00,9.75,Present,,NA
20989,50,24/07/2024,09:45,18:45,9,Present,WFH,MM
20990,50,25/07/2024,11:00,15:00,4,Half Day,Late,GG
20991,50,26/07/2024,10:00,19:45,9.75,Present,Late,MA
20992,50,27/07/2024,,,0,Leave,Annual Leave,NN
20993,50,28/07/2024,,,0,Absent,WeekOff,MM
20994,50,29/07/2024,08:45,18:15,9.5,Present,,NA
20995,50,30/07/2024,10:00,19:15,9.25,Present,,NN
20996,50,31/07/2024,08:30,18:00,9.5,Present,,G2
20997,50,01/08/2024,10:15,19:30,9.25,Present,Late,MA
20998,50,02/08/2024,10:15,19:15,9,Present,Late,MA
20999,50,03/08/2024,08:00,17:45,9.75,Present,,G1
21000,50,04/08/2024,09:15,18:15,9,Present,WFH,MM
21001,50,05/08/2024,08:15,17:15,9,Present,WFH,G1
21002,50,06/08/2024,08:15,17:45,9.5,Present,WFH,GG
21003,50,07/08/2024,10:45,20:15,9.5,Present,,G2
21004,50,08/08/2024,,,0,Absent,,G2
21005,50,09/08/2024,09:00,18:30,9.5,Present,WFH,NN
21006,50,10/08/2024,,,0,Absent,,MA
21007,50,11/08/2024,08:30,17:30,9,Present,Late,GG
21008,50,12/08/2024,08:30,18:00,9.5,Present,Late,G1
21009,50,13/08/2024,,,0,Absent,,MA
21010,50,14/08/2024,10:00,19:15,9.25,Present,WFH,NA
21011,50,15/08/2024,09:30,19:00,9.5,Present,WFH,G2
21012,50,16/08/2024,10:30,19:45,9.25,Present,Late,MM
21013,50,17/08/2024,09:45,19:00,9.25,Present,WFH,GG
21014,50,18/08/2024,09:15,13:15,4,Half Day,Personal Work,NN
21015,50,19/08/2024,09:30,19:15,9.75,Present,,GG
21016,50,20/08/2024,09:30,13:30,4,Half Day,Personal Work,MA
21017,50,21/08/2024,08:00,17:15,9.25,Present,Late,GG
21018,50,22/08/2024,10:00,19:15,9.25,Present,WFH,G1
21019,50,23/08/2024,10:45,20:15,9.5,Present,WFH,G1
21020,50,24/08/2024,08:30,17:30,9,Present,Late,GG
21021,50,25/08/2024,10:15,19:30,9.25,Present,Late,NA
21022,50,26/08/2024,08:00,17:15,9.25,Present,,GG
21023,50,27/08/2024,08:30,18:00,9.5,Present,,NA
21024,50,28/08/2024,09:15,19:00,9.75,Present,,NN
21025,50,29/08/2024,09:15,18:15,9,Present,Late,MM
21026,50,30/08/2024,08:00,17:00,9,Present,WFH,MA
21027,50,31/08/2024,09:15,18:30,9.25,Present,Late,GG
21028,50,01/09/2024,10:15,20:00,9.75,Present,,NA
21029,50,02/09/2024,10:45,20:30,9.75,Present,,GG
21030,50,03/09/2024,08:45,18:00,9.25,Present,WFH,MM
21031,50,04/09/2024,08:00,17:45,9.75,Present,WFH,G1
21032,50,05/09/2024,,,0,Leave,Sick Leave,G1
21033,50,06/09/2024,08:30,17:45,9.25,Present,,MM
21034,50,07/09/2024,,,0,Absent,Sick,G1
21035,50,08/09/2024,09:30,19:15,9.75,Present,Late,MM
21036,50,09/09/2024,,,0,Leave,Annual Leave,G2
21037,50,10/09/2024,10:45,20:15,9.5,Present,,MM
21038,50,11/09/2024,10:15,19:15,9,Present,Late,GG
21039,50,12/09/2024,10:30,20:15,9.75,Present,WFH,MM
21040,50,13/09/2024,09:00,18:30,9.5,Present,Late,GG
21041,50,14/09/2024,09:45,18:45,9,Present,WFH,MM
21042,50,15/09/2024,10:30,19:45,9.25,Present,WFH,MA
21043,50,16/09/2024,09:30,18:30,9,Present,Late,G1
21044,50,17/09/2024,09:45,18:45,9,Present,Late,GG
21045,50,18/09/2024,09:00,18:30,9.5,Present,,MM
21046,50,19/09/2024,09:45,19:30,9.75,Present,WFH,MM
21047,50,20/09/2024,08:30,18:15,9.75,Present,,MA
21048,50,21/09/2024,09:30,13:30,4,Half Day,Personal Work,MA
21049,50,22/09/2024,10:15,14:15,4,Half Day,Late,MM
21050,50,23/09/2024,08:30,17:30,9,Present,Late,MA
21051,50,24/09/2024,,,0,Leave,Sick Leave,NN
21052,50,25/09/2024,09:00,18:15,9.25,Present,,MA
21053,50,26/09/2024,08:00,17:00,9,Present,WFH,G2
21054,50,27/09/2024,10:15,19:45,9.5,Present,WFH,MA
21055,50,28/09/2024,10:45,19:45,9,Present,,MM
21056,50,29/09/2024,11:15,15:15,4,Half Day,Personal Work,G1
21057,50,30/09/2024,09:45,19:15,9.5,Present,WFH,MM
21058,50,01/10/2024,,,0,Absent,Sick,GG
21059,50,02/10/2024,09:15,18:45,9.5,Present,,NA
21060,50,03/10/2024,,,0,Leave,Sick Leave,G1
21061,50,04/10/2024,09:45,19:30,9.75,Present,Late,G1
21062,50,05/10/2024,,,0,Leave,Sick Leave,MA
21063,50,06/10/2024,08:30,17:45,9.25,Present,WFH,G2
21064,50,07/10/2024,08:00,17:45,9.75,Present,WFH,MM
21065,50,08/10/2024,,,0,Absent,Sick,NN
21066,50,09/10/2024,09:00,18:00,9,Present,,NN
21067,50,10/10/2024,08:00,17:00,9,Present,,MA
21068,50,11/10/2024,,,0,Leave,Sick Leave,NN
21069,50,12/10/2024,09:15,18:30,9.25,Present,Late,NA
21070,50,13/10/2024,08:00,17:45,9.75,Present,Late,NN
21071,50,14/10/2024,08:45,18:00,9.25,Present,,NN
21072,50,15/10/2024,09:00,18:30,9.5,Present,WFH,G1
21073,50,16/10/2024,10:45,20:00,9.25,Present,WFH,G2
21074,50,17/10/2024,,,0,Absent,,GG
21075,50,18/10/2024,09:30,19:15,9.75,Present,,G1
21076,50,19/10/2024,,,0,Leave,Annual Leave,GG
21077,50,20/10/2024,08:15,17:45,9.5,Present,Late,G1
21078,50,21/10/2024,09:15,19:00,9.75,Present,,GG
21079,50,22/10/2024,09:45,19:30,9.75,Present,WFH,MA
21080,50,23/10/2024,09:30,18:45,9.25,Present,,MM
21081,50,24/10/2024,09:45,19:15,9.5,Present,WFH,MM
21082,50,25/10/2024,09:15,19:00,9.75,Present,Late,MA
21083,50,26/10/2024,,,0,Leave,Sick Leave,MA
21084,50,27/10/2024,,,0,Absent,Sick,G1
21085,50,28/10/2024,09:45,19:30,9.75,Present,,G2
21086,50,29/10/2024,08:45,18:15,9.5,Present,,G1
21087,50,30/10/2024,,,0,Absent,,G2
21088,50,31/10/2024,,,0,Absent,Sick,G1
21089,50,01/11/2024,08:00,17:30,9.5,Present,,G1
21090,50,02/11/2024,09:00,18:45,9.75,Present,Late,NN
21091,50,03/11/2024,09:30,18:45,9.25,Present,Late,G1
21092,50,04/11/2024,10:30,19:30,9,Present,,MM
21093,50,05/11/2024,08:15,18:00,9.75,Present,WFH,GG
21094,50,06/11/2024,09:15,18:15,9,Present,,G1
21095,50,07/11/2024,09:45,18:45,9,Present,WFH,G1
21096,50,08/11/2024,09:15,13:15,4,Half Day,Personal Work,NA
21097,50,09/11/2024,,,0,Leave,Annual Leave,G2
21098,50,10/11/2024,09:15,18:15,9,Present,Late,GG
21099,50,11/11/2024,08:00,17:45,9.75,Present,,G1
21100,50,12/11/2024,09:45,19:30,9.75,Present,Late,G1
21101,50,13/11/2024,09:00,18:45,9.75,Present,,NN
21102,50,14/11/2024,09:00,18:00,9,Present,Late,NA
21103,50,15/11/2024,09:15,18:30,9.25,Present,,NA
21104,50,16/11/2024,09:00,18:30,9.5,Present,,MM
21105,50,17/11/2024,08:00,17:30,9.5,Present,WFH,MA
21106,50,18/11/2024,08:45,18:15,9.5,Present,Late,MA
21107,50,19/11/2024,,,0,Leave,Sick Leave,G1
21108,50,20/11/2024,10:45,20:15,9.5,Present,WFH,GG
21109,50,21/11/2024,10:45,20:00,9.25,Present,Late,MA
21110,50,22/11/2024,08:00,17:45,9.75,Present,WFH,G1
21111,50,23/11/2024,08:45,18:30,9.75,Present,,G2
21112,50,24/11/2024,,,0,Absent,Sick,G1
21113,50,25/11/2024,09:15,18:45,9.5,Present,Late,MM
21114,50,26/11/2024,08:00,17:00,9,Present,Late,G2
21115,50,27/11/2024,09:00,18:30,9.5,Present,,NN
21116,50,28/11/2024,10:45,19:45,9,Present,,G2
21117,50,29/11/2024,09:15,18:30,9.25,Present,Late,MM
21118,50,30/11/2024,09:15,19:00,9.75,Present,Late,GG
21119,50,01/12/2024,08:15,17:45,9.5,Present,,G2
21120,50,02/12/2024,08:30,18:00,9.5,Present,,G2
21121,50,03/12/2024,,,0,Leave,Annual Leave,GG
21122,50,04/12/2024,09:45,19:15,9.5,Present,Late,NA
21123,50,05/12/2024,09:15,18:15,9,Present,Late,G1
21124,50,06/12/2024,08:15,17:30,9.25,Present,WFH,NA
21125,50,07/12/2024,10:00,19:00,9,Present,,MM
21126,50,08/12/2024,09:45,19:30,9.75,Present,WFH,GG
21127,50,09/12/2024,09:00,18:00,9,Present,,MA
21128,50,10/12/2024,,,0,Absent,Sick,NN
21129,50,11/12/2024,,,0,Leave,Annual Leave,G2
21130,50,12/12/2024,10:45,20:30,9.75,Present,WFH,G2
21131,50,13/12/2024,,,0,Absent,WeekOff,NA
21132,50,14/12/2024,,,0,Leave,Sick Leave,MM
21133,50,15/12/2024,10:30,20:00,9.5,Present,WFH,G2
21134,50,16/12/2024,08:45,18:00,9.25,Present,WFH,NA
21135,50,17/12/2024,,,0,Leave,Annual Leave,MA
21136,50,18/12/2024,10:45,19:45,9,Present,WFH,NN
21137,50,19/12/2024,08:30,17:45,9.25,Present,Late,MM
21138,50,20/12/2024,08:45,18:00,9.25,Present,,G1
21139,50,21/12/2024,08:30,18:00,9.5,Present,,MM
21140,50,22/12/2024,09:30,19:15,9.75,Present,,MM
21141,50,23/12/2024,09:00,18:00,9,Present,,GG
21142,50,24/12/2024,08:45,18:00,9.25,Present,WFH,GG
21143,50,25/12/2024,08:15,17:15,9,Present,WFH,G2
21144,50,26/12/2024,10:00,19:00,9,Present,,MA
21145,50,27/12/2024,,,0,Leave,Sick Leave,NN
21146,50,28/12/2024,09:15,19:00,9.75,Present,,GG
21147,50,29/12/2024,10:45,20:15,9.5,Present,Late,MM
21148,50,30/12/2024,10:30,19:45,9.25,Present,,NN
21149,50,31/12/2024,10:00,19:15,9.25,Present,Late,NN
21150,50,01/01/2025,,,0,Absent,Sick,NA
21151,50,02/01/2025,,,0,Absent,Sick,GG
21152,50,03/01/2025,10:15,19:15,9,Present,,MA
21153,50,04/01/2025,,,0,Leave,Annual Leave,MM
21154,50,05/01/2025,08:45,18:15,9.5,Present,Late,MM
21155,50,06/01/2025,10:45,20:15,9.5,Present,Late,MA
21156,50,07/01/2025,08:45,17:45,9,Present,WFH,NN
21157,50,08/01/2025,09:30,19:00,9.5,Present,WFH,MM
21158,50,09/01/2025,08:00,17:00,9,Present,WFH,G1
21159,50,10/01/2025,09:00,18:30,9.5,Present,,MA
21160,50,11/01/2025,10:45,20:15,9.5,Present,,G2
21161,50,12/01/2025,,,0,Absent,WeekOff,G2
21162,50,13/01/2025,08:30,17:45,9.25,Present,Late,NA
21163,50,14/01/2025,09:30,13:30,4,Half Day,Late,GG
21164,50,15/01/2025,10:30,20:15,9.75,Present,,G1
21165,50,16/01/2025,08:15,17:30,9.25,Present,Late,NN
21166,50,17/01/2025,09:15,18:15,9,Present,WFH,G1
21167,50,18/01/2025,10:30,14:30,4,Half Day,Late,GG
21168,50,19/01/2025,,,0,Leave,Annual Leave,G2
21169,50,20/01/2025,08:15,17:15,9,Present,WFH,MA
21170,50,21/01/2025,10:15,20:00,9.75,Present,,MM
21171,50,22/01/2025,10:15,20:00,9.75,Present,,NN
21172,50,23/01/2025,,,0,Leave,Annual Leave,NN
21173,50,24/01/2025,08:00,17:45,9.75,Present,Late,MA
21174,50,25/01/2025,09:30,19:15,9.75,Present,,NA
21175,50,26/01/2025,10:45,20:00,9.25,Present,,NA
21176,50,27/01/2025,,,0,Leave,Sick Leave,NN
21177,50,28/01/2025,10:30,20:00,9.5,Present,WFH,MM
21178,50,29/01/2025,08:00,17:00,9,Present,WFH,MM
21179,50,30/01/2025,,,0,Absent,WeekOff,NN
21180,50,31/01/2025,,,0,Leave,Annual Leave,MA
21181,50,01/02/2025,,,0,Leave,Sick Leave,G2
21182,50,02/02/2025,09:15,18:30,9.25,Present,,MM
21183,50,03/02/2025,,,0,Leave,Sick Leave,MA
21184,50,04/02/2025,10:00,19:00,9,Present,WFH,G2
21185,50,05/02/2025,09:45,19:15,9.5,Present,,MA
21186,50,06/02/2025,09:00,18:00,9,Present,Late,GG
21187,50,07/02/2025,08:15,17:45,9.5,Present,WFH,MA
21188,50,08/02/2025,09:30,19:00,9.5,Present,Late,GG
21189,50,09/02/2025,09:00,18:00,9,Present,WFH,G2
21190,50,10/02/2025,08:00,17:00,9,Present,WFH,MA
21191,50,11/02/2025,10:45,19:45,9,Present,WFH,NN
21192,50,12/02/2025,08:15,17:30,9.25,Present,Late,G2
21193,50,13/02/2025,10:15,19:15,9,Present,WFH,MA
21194,50,14/02/2025,09:00,18:00,9,Present,Late,MA
21195,50,15/02/2025,08:00,17:30,9.5,Present,Late,GG
21196,50,16/02/2025,10:00,19:30,9.5,Present,,G1
21197,50,17/02/2025,11:00,15:00,4,Half Day,Late,G2
21198,50,18/02/2025,10:15,19:30,9.25,Present,Late,G2
21199,50,19/02/2025,08:45,18:30,9.75,Present,WFH,NA
21200,50,20/02/2025,,,0,Leave,Annual Leave,MM
21201,50,21/02/2025,09:30,18:30,9,Present,Late,MA
21202,50,22/02/2025,,,0,Absent,,G2
21203,50,23/02/2025,08:00,17:15,9.25,Present,Late,MM
21204,50,24/02/2025,,,0,Leave,Sick Leave,MM
21205,50,25/02/2025,09:15,13:15,4,Half Day,Late,NA
21206,50,26/02/2025,08:15,18:00,9.75,Present,WFH,G2
21207,50,27/02/2025,10:00,19:00,9,Present,Late,MA
21208,50,28/02/2025,,,0,Absent,Sick,G1
21209,50,01/03/2025,09:15,19:00,9.75,Present,WFH,GG
21210,50,02/03/2025,10:00,19:15,9.25,Present,Late,NN
21211,50,03/03/2025,10:30,19:45,9.25,Present,Late,NA
21212,50,04/03/2025,10:15,19:15,9,Present,Late,G2
21213,50,05/03/2025,,,0,Absent,,NN
21214,50,06/03/2025,08:15,17:30,9.25,Present,Late,NA
21215,50,07/03/2025,10:00,19:30,9.5,Present,WFH,NA
21216,50,08/03/2025,10:45,20:00,9.25,Present,,G1
21217,50,09/03/2025,08:45,18:30,9.75,Present,Late,GG
21218,50,10/03/2025,09:00,18:30,9.5,Present,WFH,MA
21219,50,11/03/2025,,,0,Absent,,MM
21220,50,12/03/2025,08:00,17:45,9.75,Present,,GG
21221,50,13/03/2025,09:30,19:15,9.75,Present,WFH,G2
21222,50,14/03/2025,10:00,19:15,9.25,Present,WFH,NA
21223,50,15/03/2025,09:45,19:15,9.5,Present,Late,MM
21224,50,16/03/2025,09:15,18:45,9.5,Present,WFH,NN
21225,50,17/03/2025,,,0,Leave,Annual Leave,MM
21226,50,18/03/2025,10:00,19:00,9,Present,Late,GG
21227,50,19/03/2025,09:45,18:45,9,Present,,MA
21228,50,20/03/2025,10:30,19:45,9.25,Present,Late,MA
21229,50,21/03/2025,08:30,17:45,9.25,Present,,NA
21230,50,22/03/2025,08:00,17:30,9.5,Present,WFH,G1
21231,50,23/03/2025,09:00,18:15,9.25,Present,Late,MM
21232,50,24/03/2025,08:15,17:30,9.25,Present,,MA
21233,50,25/03/2025,10:45,19:45,9,Present,Late,NA
21234,50,26/03/2025,,,0,Leave,Annual Leave,MA
21235,50,27/03/2025,,,0,Leave,Sick Leave,MA
21236,50,28/03/2025,09:45,18:45,9,Present,,GG
21237,50,29/03/2025,08:00,17:45,9.75,Present,,NA
21238,50,30/03/2025,10:15,19:30,9.25,Present,Late,G2
21239,50,31/03/2025,10:00,19:45,9.75,Present,Late,NA
21240,50,01/04/2025,10:00,19:15,9.25,Present,WFH,GG
21241,50,02/04/2025,08:45,17:45,9,Present,WFH,NA
21242,50,03/04/2025,09:45,19:30,9.75,Present,Late,NN
21243,50,04/04/2025,10:15,19:45,9.5,Present,WFH,G2
21244,50,05/04/2025,09:00,13:00,4,Half Day,Personal Work,MM
21245,50,06/04/2025,10:15,19:15,9,Present,Late,MM
